time,hs_300,zz_500,sz_bond,sw_gold,nh_goods,us_spx,hk_hsi,sum_p
2019-02-13,12.339597157307047,167.82323062838643,82.69080015641904,17.67174560476596,29.88957348245638,943.7102601245929,2083.1632567214824,3337.2884638754103
2019-02-14,12.358168881124117,168.5581754859469,82.66126457624229,17.54777312488428,29.997080870147233,941.2078954940187,2078.3723070360697,3330.702665468433
2019-02-15,12.127741036077444,167.46344010295817,82.65924016916513,17.81151566561159,29.747840110012387,951.4470230988474,2039.5410531088773,3300.7978532915495
2019-02-18,12.51656087188857,173.34952235171565,82.66780496833766,18.342083201888435,30.079811164581212,951.4470230988474,2072.1559145849324,3340.558720242191
2019-02-19,12.4942684101628,173.5832560230105,82.58937217106683,18.54115840915765,30.28684687603274,952.8730281485992,2063.465830688047,3333.833760726077
2019-02-20,12.539018610949935,173.59592716545558,82.6168314362927,18.830555964499165,30.273618427937965,954.5664091451795,2084.3664766150114,3356.7888373653263
2019-02-21,12.505521072364866,173.28049865560834,82.61324979300237,19.03496124989849,30.282437393334483,951.2002145325442,2092.8365306285727,3361.7534133253257
2019-02-22,12.786719935423779,177.674844904912,82.57187921760537,18.799314000519658,30.488213252586508,957.2984428582859,2106.4608394837337,3386.080253653067
2019-02-25,13.54723142637542,187.60679281126232,82.5974697993754,19.749512808377368,30.267949093040208,958.4776393417345,2116.9140864323763,3409.160681712541
2019-02-26,13.384534596700878,187.39096684494925,82.39752066960226,19.505196154811006,30.13692446429198,957.7200741590539,2103.226911896266,3393.762128785675
2019-02-27,13.361644957085629,186.62261658632,82.3595241060005,19.324808329901582,30.044745278361734,957.1990338524138,2102.1581953201176,3391.070568430201
2019-02-28,13.328873549036489,186.898097711077,82.41075717741434,19.108105334117724,30.174720030277044,954.494423313341,2093.07483541915,3379.489812534414
2019-03-01,13.620720631470167,188.457674717088,82.31976267469047,19.188827119774952,30.67236164908041,961.0759850814266,2106.158938015916,3401.4942698894465
2019-03-04,13.781964836825964,191.84290784385783,82.3506997674591,19.45016149267239,30.33493123498041,957.3464334128448,2116.9352853247897,3412.04238391343
2019-03-05,13.861549324758553,196.939671268942,82.27050210248001,19.326189012790707,30.242332098316997,956.2632180385141,2117.082215579103,3415.985677424905
2019-03-06,13.97806839336272,200.46325303903834,82.2576808576581,19.869728546444453,30.18164921737431,950.0244459458497,2122.637787383976,3419.4126133837035
2019-03-07,13.835528133692467,203.01406521579756,82.2785478229148,20.12480168298423,30.213775448461615,942.3048224553662,2103.7671181546607,3395.5386589138775
2019-03-08,13.286042018329775,195.09542311968798,82.37291633743389,19.084312635958614,29.9370279153043,940.2960749573986,2063.4870295804603,3343.5588265645733
2019-03-11,13.548944135468414,202.93096825787276,82.39611915701038,19.30069454269849,29.83560981324437,954.0865035995901,2083.580655603138,3385.6794951090224
2019-03-12,13.641199038220243,206.450098205983,82.30699333774234,19.365137113825796,30.097029144641073,956.9042347315516,2114.1048676894648,3422.8695592614285
2019-03-13,13.528019298288797,201.7588113391404,82.30969254717854,19.126792716477514,29.987002052551215,963.5543544347212,2105.813907766982,3416.0785801553398
2019-03-14,13.434634697704688,197.05922704969882,82.30050485352072,18.469972968106706,30.111937395668516,962.7179476266937,2109.0259054657467,3413.12013005714
2019-03-15,13.603614245613041,199.309546821119,82.30481320704388,18.518971156218452,29.95928530416217,967.5170030825893,2120.7854427848247,3431.9986766015704
2019-03-18,13.991354511662898,204.5972216298219,82.27283795679979,18.883150349903516,29.894402915887806,971.1025830874942,2149.7877205951327,3470.529271046703
2019-03-19,13.926749962285125,205.37813517555986,82.32220234475778,18.94052896206321,29.981332717653455,970.9757509075883,2153.9741363486205,3475.4988364185283
2019-03-20,13.93211548211813,205.14031415893277,82.32022984555442,18.756801811096363,29.866896142865343,968.1168850145763,2143.3520292569615,3461.485271712105
2019-03-21,13.937388373993823,207.88104470638655,82.3964825121268,19.409062095042618,29.993511288915315,978.6233885662334,2125.1202507852063,3457.3611283279047
2019-03-22,13.926164045049283,209.0958007638232,82.42191737027551,19.193033386251123,29.962434934660926,960.0544718486716,2128.175815277886,3442.829637626618
2019-03-25,13.595696189874108,206.40056657255676,82.5092264139615,19.202216532909027,29.602747131703048,959.248916111432,2085.0463031648183,3395.6056721172545
2019-03-26,13.441728909493905,200.6436057571445,82.58091118764185,19.1528651468489,29.657340727014812,966.1389885873964,2088.230523004559,3399.845963320099
2019-03-27,13.597739816885174,202.61478476067117,82.60354302060682,18.94727183198684,29.66175020971307,961.6518717361339,2100.0244171492723,3409.101378525269
2019-03-28,13.543280026690674,199.72291913381045,82.62835498427027,18.666351027406463,29.477601813219163,965.1037637676246,2103.4571757276517,3412.5994464806736
2019-03-29,14.066159033751434,206.32562570954892,82.68934673595341,18.70722566270545,29.710464494760487,971.603056013609,2123.643638279174,3446.7455159295027
2019-04-01,12.991652934150016,192.72834102072218,90.33381395604417,17.296906254820673,27.06748355803481,884.5588165236006,1944.8754253471625,3169.852439594535
2019-04-02,12.983013034188474,193.32119651435994,90.20767515590036,17.463792285430632,27.164051229126656,884.5742420589945,1948.997147928975,3174.7111182069757
2019-04-03,13.149322935393105,195.34584498683407,90.00525187455447,17.522426355752295,27.39970658304354,886.4746680195293,1972.794585954407,3202.691806709514
2019-04-04,13.280334719496645,196.5348027916484,89.93378834569602,17.649548719155444,27.41917129952585,888.3226471597244,1969.5004973722623,3202.640790407509
2019-04-08,13.263981090172585,195.73387984952984,89.88115488952091,17.623280424467225,27.790512735329116,893.3760525547825,1978.7656560505814,3216.4345175943836
2019-04-09,13.32348583481842,196.08255458084602,89.77668201638022,17.43264022638344,27.759520371221367,887.9555194173483,1984.051197825886,3216.3816002728836
2019-04-10,13.35754099370649,195.83869180580916,89.57800206273645,17.675585829731993,27.776528375914644,891.0437116032173,1981.5557957903209,3216.825856461437
2019-04-11,13.068969381142026,191.7019784826732,89.68088685745806,17.27818034177561,27.806764828702697,891.077647781084,1963.1274524161538,3193.741880088989
2019-04-12,13.039673882596778,191.27328810881696,89.74560105303544,16.924988815175627,27.746480900956517,896.9671171944941,1967.7531238403717,3203.450273795447
2019-04-15,12.996871920187024,189.31900185436564,89.74940109782393,16.808500920909182,27.793914336267775,896.4025425990756,1961.2373153088038,3194.3075480374328
2019-04-16,13.357351705751377,193.3701130004541,89.60851585521728,17.0801133541045,27.61778699877737,896.8591384467364,1982.2340872479183,3220.1271066089594
2019-04-17,13.36209436613968,194.39830647581613,89.67413752417698,16.942818889787983,27.56865276299678,894.8198826676562,1981.8926388808059,3218.6585315673797
2019-04-18,13.31251824877673,193.3085205370205,89.74843690735521,16.749577870447936,27.23586280449828,896.2328617097422,1971.2728709772748,3207.8606490551156
2019-04-19,13.47118176659251,194.48034719527467,89.79018068294238,16.78139458381617,27.390824625037048,896.2328617097422,1971.2728709772748,3209.41966154068
2019-04-22,13.160615809026055,191.56363058317663,89.76363708650923,16.81277782697503,27.498730965924413,897.1398831909063,1971.2728709772748,3207.2121464397924
2019-04-23,13.13902063603303,188.38445061350268,89.74060994943262,16.34697073997903,27.547298268215222,905.0716934904755,1971.2715551839528,3211.501598881591
2019-04-24,13.175254731399216,190.11373910698768,89.64447448799208,16.368268576266395,27.399895560873464,903.0879696388135,1960.9156038415242,3200.7052059438565
2019-04-25,12.886671676557674,182.70610146168332,89.71571114850495,16.03342728853002,27.416336632076966,902.7547780743042,1944.0714756272941,3175.584501908951
2019-04-26,12.71490282841957,181.0194701256353,89.75269068883487,15.873418985242173,27.29066637517662,906.9844598793254,1947.7037230932458,3181.3393319758798
2019-04-29,12.751057481690605,176.25202065516464,89.75138619584779,15.433302232655222,27.336021054358703,907.9562686091443,1966.6379889998016,3196.1180452286626
2019-04-30,12.793155580598873,177.6564834636877,89.78473584264839,15.712081373312236,27.49438447583613,908.8200985912055,1953.894530674229,3186.1554700015176
2019-05-06,12.04583038770165,164.30899731254596,89.99112932004196,15.40382625841762,27.223012312063354,904.698395533942,1921.704304943101,3135.3754960678134
2019-05-07,12.163691072374549,166.47150833550316,90.00939222186136,15.352272201515774,27.54125097765761,889.7603070584406,1931.7832817912051,3133.081703658558
2019-05-08,11.989732499325651,165.61252760966332,90.0061026308504,16.054176062552177,27.417659476886442,888.3319024809608,1908.110844131383,3107.5229448916216
2019-05-09,11.768218841968226,163.62664346081422,90.06985263595905,15.831979233225779,27.395927026445033,885.6478593224134,1862.575842526434,3056.9163230472595
2019-05-10,12.19567354450024,169.51477049798274,90.09826789624326,16.05085279094696,27.50232154469299,888.9427536825613,1878.3107569700437,3082.6153969269712
2019-05-13,11.993878199772615,167.55936291994843,90.09208573382612,15.968117776983963,27.401596361342794,867.4920041637341,1878.3107569700437,3058.8178021256517
2019-05-14,11.916805636743497,166.21069516457325,90.10773964967132,16.27848244689754,27.126066685311663,874.4458355193268,1850.1383061482743,3036.223931250798
2019-05-15,12.184692227726051,169.92420423132305,90.13292203603096,16.21672739106837,27.437124193368753,879.5516877347244,1859.7889922699999,3055.236350084241
2019-05-16,12.239847926315113,170.98875202141537,90.18612266307004,16.498454129149142,27.75895343773159,887.375519286536,1860.2074145464617,3065.2550640106792
2019-05-17,11.92860948977859,165.43971993020648,90.19304214761029,15.927313781274654,27.870450357387533,882.1956245012475,1838.588272365943,3032.143032573448
2019-05-20,11.827366587569184,164.8030658721413,90.23529637697501,15.49497059444252,27.915238103079837,876.2413678391827,1828.137583904316,3014.6548892777064
2019-05-21,11.987505505283801,167.69218453515998,90.2329142593464,15.647263128003468,28.240279970551402,883.6857312203031,1819.560585133511,3017.046463752159
2019-05-22,11.930632157444025,166.57154378804248,90.21045429313375,15.655643552051416,28.015963286430036,881.1898795935618,1822.7645418730845,3016.338658543748
2019-05-23,11.716775998830324,163.10806979688775,90.2626340126177,15.355971147302455,27.752150235854277,870.6912602044393,1793.8953784872067,2972.7822398831386
2019-05-24,11.749302469500588,162.06497443319324,90.31594807382955,15.401716703398655,27.821883055096723,871.8697711085372,1799.605921505584,2978.82951734914
2019-05-27,11.890804860152707,166.12147797418368,90.2907656874699,15.536439244472875,27.855332130993506,871.8697711085372,1795.2743298888795,2978.838920894689
2019-05-28,12.005434899622793,165.87172406629298,90.15356705547896,15.604754149470612,27.923931083256402,864.5673226530412,1802.0322443917335,2978.1589782988963
2019-05-29,11.978131991900371,165.91785900045446,90.27448788367438,15.793631568702938,27.960592782261916,858.5914702414249,1791.8282671780198,2962.3444406464387
2019-05-30,11.903836632979521,164.89826457071825,90.30868828677092,15.593426127998908,27.739488721249277,860.3931727754383,1783.8789018219077,2954.715778937063
