time,hs_300,zz_500,sz_bond,sw_gold,nh_goods,us_spx,hk_hsi
2009/11/12,0.001234479,0.003255996,0.000478265,0.004387519,0.007884206,-0.010312341,-0.01020072
2009/11/13,0.005337173,0.012679744,0.000177077,-0.015145654,0.002340036,0.005722896,0.006943584
2009/11/16,0.029976547,0.022699125,0.000778768,0.024293759,0.009840865,0.014363915,0.017159546
2009/11/17,0.0007047,0.005159437,0.000150374,-0.003770101,0.001309198,0.000919076,-0.001300973
2009/11/18,0.00051663,0.004372597,0.000645467,-0.005382906,0.010544339,-0.000468443,-0.003226804
2009/11/19,0.003357231,0.015616584,0.001448572,0.015791458,0.000117589,-0.013516784,-0.008670009
2009/11/20,-0.00314129,0.007157969,0.00058237,-0.00873682,0.003899047,-0.003220084,-0.008307123
2009/11/23,0.009455534,0.018253113,0.000238145,0.026010353,0.019844318,0.013523927,0.013954245
2009/11/24,-0.032560595,-0.054534623,0.000361519,-0.000453436,-0.015197835,-0.00053348,-0.015411488
2009/11/25,0.022723827,0.037121165,0.000414263,0.067073832,0.011388022,0.004494025,0.008378468
2009/11/26,-0.040440612,-0.041558438,0.000149798,-0.010210336,0.000930795,0,-0.017910822
2009/11/27,-0.03007179,-0.026470029,0.001047955,-0.078262964,-0.024206706,-0.017383687,-0.049654331
2009/11/30,0.037473386,0.044084939,0.001820301,0.015370512,0.019960731,0.003785805,0.031988946
2009/12/1,0.013902522,0.026866504,-8.79E-06,0.046892053,0.000373837,0.01200292,0.01327675
2009/12/2,0.010197681,0.014500282,0.000483102,0.06883911,0.008995681,0.000342636,0.007946397
2009/12/3,-0.001795442,0.006633243,0.000245853,-0.025715278,0.005519635,-0.008437646,0.01178776
2009/12/4,0.014546104,-0.025386707,-2.63E-05,-0.02433868,0.003059018,0.00549437,-0.002473529
2009/12/7,0.006931067,0.016542101,-0.000966226,-0.018464589,0.002884629,-0.002471451,-0.007727726
2009/12/8,-0.012289724,-0.002071014,-0.000149409,-0.008107485,0.002125601,-0.010304438,-0.011915812
2009/12/9,-0.019375414,-0.01623248,0.000650207,-0.022312936,-0.016321749,0.003665636,-0.014554737
2009/12/10,0.006382498,0.008501709,0.000597115,0.009504708,-0.006598575,0.005822698,-0.001920764
2009/12/11,-0.000619944,-0.000395532,0.000114114,-0.005520495,0.005681339,0.003676275,0.009268889
2009/12/14,0.010499315,-0.00467909,0.000131653,0.014725685,0.002450723,0.00693534,0.008349652
2009/12/15,-0.00817448,0.002190751,-4.39E-05,-0.013540888,0.004128846,-0.00556247,-0.012384311
2009/12/16,-0.006331991,-0.003865986,0.000947435,-0.003322477,0.00839391,0.001127594,-0.009311599
2009/12/17,-0.022887356,-0.031817261,-0.000912329,-0.019667324,0.000130347,-0.011880825,-0.012295926
2009/12/18,-0.025734668,-0.037688482,8.78E-05,-0.044638676,-0.002063819,0.005812939,-0.008077928
2009/12/21,0.001439818,0.012508395,0.000473771,0.003411328,0.000438601,0.010448907,-0.01081491
2009/12/22,-0.027180652,-0.028493288,0.001025736,-0.042428831,-0.006428903,0.00355724,0.006847787
2009/12/23,0.009315603,0.017575879,-0.000710013,-0.005036897,0.0034809,0.002296069,0.01115975
2009/12/24,0.030211158,0.031590141,-0.000175389,0.057566369,0.013347394,0.005242394,0.008787852
2009/12/25,-0.004089405,0.007085288,0.001095679,-0.022758923,0.003348221,0,0
2009/12/28,0.015543793,0.016096641,-0.000175228,0.016308063,0.01156043,0.001153372,-0.001710776
2009/12/29,0.006391613,0.003680703,0.001610941,-0.005674227,-0.000558411,-0.001401965,0.000894321
2009/12/30,0.016465908,-0.003936626,-0.001216721,0.001440758,0.001573701,0.000195328,-0.000131193
2009/12/31,0.004717061,0.008775465,0.00077047,0.009532301,0.012489849,-0.010100375,0.017334468
2010/1/4,-0.011378409,0.005618648,0.00125949,-0.007950358,0.005804733,0.015916069,-0.002252882
2010/1/5,0.008116094,0.010354744,-0.001145721,0.020506405,0.007632146,0.003110806,0.020693311
2010/1/6,-0.00627971,-0.001580192,-0.001795561,-0.015139121,0.008756784,0.000545376,0.006134306
2010/1/7,-0.020040359,-0.020229264,-0.000298112,-0.016965677,-0.014979139,0.003993283,-0.006589126
2010/1/8,0.002495547,0.01232452,-0.000377152,-0.007794492,-0.008520959,0.002877549,0.00122518
2010/1/11,0.000552126,0.006292554,0.001595344,0.012219787,0.016597101,0.001745232,0.005134162
2010/1/12,0.015067762,0.021058692,-0.001612889,0.004747891,-0.007068202,-0.009425438,-0.003794479
2010/1/13,-0.032714539,-0.01053196,-0.00095669,-0.028201505,-0.027796057,0.008291384,-0.026231242
2010/1/14,0.013906071,0.026454925,0.000254622,0.003713345,0.010313585,0.002423567,-0.001456308
2010/1/15,0.003937697,0.00709132,0.00024578,0.003420599,-0.007447765,-0.010882186,-0.002895469
2010/1/18,0.005139612,0.017002908,0.000412424,-0.004429731,0.001918387,0,-0.009006399
2010/1/19,0.001940023,0.000197534,0.000666538,0.012487493,0.00718064,0.012422194,0.010105828
2010/1/20,-0.03276137,-0.03775162,0.000131501,-0.032093838,-0.007451492,-0.010654438,-0.018239461
2010/1/21,0.004156991,0.003463088,0.000333059,-0.018675383,0.009095079,-0.019126605,-0.020096129
2010/1/22,-0.012510402,-0.028101306,0.000140202,-0.027159092,-0.01851507,-0.022389806,-0.006563812
2010/1/25,-0.011407891,-0.012578001,0.00053434,0.007364287,0.001969155,0.004587541,-0.006176897
2010/1/26,-0.025939501,-0.042574052,0.00036774,-0.034094167,-0.010536255,-0.004212071,-0.024036832
2010/1/27,-0.013733645,-0.006370404,0.000385107,-0.024892829,-0.000451784,0.004868323,-0.003799468
2010/1/28,0.002499246,0.016102643,0.000253739,-0.006289423,-0.022144479,-0.011888153,0.016009418
2010/1/29,-0.000753425,0.008786159,0.000419841,-0.008133631,-0.011570552,-0.009877767,-0.011580584
2010/2/1,-0.016186956,-0.009943322,0.00161649,-0.033919696,-0.007581742,0.014165355,0.006032847
2010/2/2,-0.00206957,-0.006856865,0.000994808,0.05129957,-0.000683416,0.012889515,0.001403384
2010/2/3,0.026511596,0.0141519,0.00147294,0.021230206,0.021553424,-0.005489426,0.021950315
